,review,stars
0,"Perfect hotel for year end escape. Ini hotel besar dan benar2 keren. Kolam renang banyak sekali, tinggal dipilih. Yang paling penting, ada kolam anak yang benar2 seru. Aktivitas lain di hotel ini adalah bermain di pantai dengan lift yang epic dan berkunjung ke Rockbar. Satu lagi aktivitas yang dapat dilakukan adalah spa aquatonic yang benar2 luar biasa. Wajib dicoba.  Breakfast benar2 luar biasa dengan pilihan dan rasa yang ok. Tinggal di hotel ini benar2 untuk staycation dan tidak perlu keluar lagi.",5
1,"Pengalaman yg memuaskan menginap di rimba, pemandanganya bagus, tenang, poolnya bersih, staffnya ramah, makananya enak,  kamarnya bersih, antar jemput rimba-ayana kapanpun siap sedia.. pokonya kuar biasa",5
2,"pelayanan sangat bagus kamar luas dan nyaman, makanan enak, cocok untuk honeymoon krn fasilitas lengkap dan tdak perlu jauh2 berpergian dan untuk keluarga dengan anak2 krn hotel ini sperti onestop untuk berlibur di baliiiii",5
3,"Makanan enak, kamar sangat  nyaman , staff sangat ramah. Harga sangat sesuai dgn layanan.  Terimakasih buat staff hotel @santana sangat membantu  saat stay disana saar barang ketinggalan  di kamar hotel respon sangat cepat.",5
4,"Hotel yg sangat menyenangkan, Kamar hotel yang bersih. Meskipun masa pandemi yg tentu saja ada pengurangan tenaga kerja akan tetapi tetap dijaga kebersihan Hotel secara keseluruhan. View Lobby Hotel yg paling bagus sekali terutama sunset, bnyk spot2 foto. Para staff Hotel ramah dan siap membantu. Hotel dgn jumlah kolam renang yg paling banyak yg saya jumpai dibandingkan dgn hotel2 lain di Bali, sehingga tidak bosen meskipun saya menginap 5 malam. Saya sudah merekomendasikan ke teman2.👍👍",5
5,Ini sarapan di warung atau hotel berbintang 5 ?  Minta tambahan Bacon dan sosis bayar? Ini pengalaman pertama dan sampai gak bisa berkata apa2. Gak percaya rasanya ada hotel bintang 5 seperti ini. Sangat kecewa. Rasa masakan standar. Tirai kamar mandi sangat apek.,1
6,Sebenarnya semua seh oke tapi baru x ini sy sarapan di jatah...kalo mau pesan lagi maka harus bayar... Hotel bintang 5 tapi spt ini dan sgt aneh. Tidak spt htl bintang 5 lain nya... Rasa sarapan biasa...standar. Toilet lobby kotor...gelap... jorok...tisiu habis. ,2
7,"Bnr2 fully support dr tim Ayana, baik hotel maupun rimba, especially to Miss Agatha👍 Acara sukses baik dr ruangan, kamar & makanan. Semoga bs bkerja sama di next event. Keep on good work guys, see u when i see u",5
8,"kamar bagus, kamar mandi bagus, pemandangan bagus, bersih, pelayanan ramah, parkir luas, ada sheatle untuk pindah ke ayana, bisa berenang di ayana juga, kolam renang juga luas, bintang 5 sudah tidak diragukan lagi",5
9,"Jika saya ke Bali selalu tenpat pertama yang terpikirkan adalah Rimba by Ayana, hotelnya tergolong baru dan bersih.. bajkan sangat bersih, tidak terlepas dari keindahan alam Bali, hotelnya modern tapi tidak meninggalkan kesan bali, sangat recommended. Saat menginap disini jangan lupa mengunjungi Private Beach mereka yaitu *Kubu* sangat indah.. selamat menikmati menginap di Rimba by Ayana..",5
10,"Hotel yang sangat memuaskan.. Diawali dari penerimaan tamu saat pertama datang sangat baik sekali..pelayanan yang baik, semua karyawan sangat ramah, kamar bersih, saya ingin sekali menginap di sini lagi. ",1
11,"Luar biasa 💕💕💕 service Yang bagus dan fasilitas Yang lengkap. View pantainya dapat banget. Cocok bagi Yang ingin honeymoon dan liburan tenang dengan pasangan, keluarga atau pun Bersama teman- teman. ",5
12,"Kita sudah sering menginap disini,pelayanannya sangat baik,hotelnya banyak fasilitas..Setiap kita kesini kita selalu dilayani dengan sangat baik sama Pak Resa.Anak saya sampe selalu minta nginep disini setiap kita ke bali,sukanya naik boogy sama Pak Resa..Terimakasih banyak Pak Resa buat pelayanannya yang sangat baik buat kita 😊",5
13,Desember 26. 2018. Berkesempatan menginap di Rimba Jimbaran by Ayana selama 2 malam. Welcome to Rimba. Di sambut dengan bunga dan welcome drink serta suasana di lobby dengan view yg indah. Begitu masuk ke kamar juga ok. Ada sofa bed nya dan balkon. Begitu Melihat peta. Wow besar sekali kawasan hotelnya. Kita bisa mampir ke Ayana untuk melihat liat dan sarapan pagi di sana juga. Bisa mampir ke spa nya dan Kubu Beach naik shutle nya dan rock bar. Ada prioritas akses buat penghuni hotel untuk ke Rock Bar kalo kita reserve terlebih dahulu. Kolam berenang nya juga ok banget anak anak enjoy. Ada lapangan luas. Ada kid club. Kubu beach khusus untuk penghuni Rimba dan ayana saja.. mesti naik lift khusus untuk turun ke pantainya. Sewaktu kami tiba ombak begitu tinggi. Tidak cocok untuk…,5
14,"Pelayanan oke di semua fasilitas. Terutama buat yang berpergian dengan toodler. Akses mudah ke rockbar, pantai kubu yang bersih. Houskeeping yang kreatif, To'ge staff yang ramah dan sabar. Recommended banget buat keluarga yg bener2 mau relax dan have family time. Thank you for having us . :)",5
15,"Saya menginap disini untuk hari terakhir di bali. Untuk tipe kamar hillside yang saya pilih, kamar sangat bersih, tempat tidur juga nyaman, letak kamar juga strategis untuk ke restoran dan kolam sangat dekat, namun kamar mandi tidak terlalu besar. Tempat fitness juga bagus, dan menyenangkan. Cuma letak hotel ini lumayan terpencil karena gabung dengan resort Ayana. Apabila menginap disini, mungkin anda bisa skip kunjungan di kolam renang ayana hotel yang terlalu banyak petugas menanyakan maksud saya disana berenang atau cuma foto-foto. Total ada 2 petugas di dua tempat yang tanyakan. Padahal jarak dua tempat tersebut berdekatan sekitar 10meter. Ini tidak menarik. Namun yang harus dikunjungi yaitu Kubu beach. Pemandangan sea rock sangat bagus. Ada lift untuk mengantar ke kubu…",4
16,"Memilih untuk menghabiskan weekend disini bersama keluarga, baru sampai di hotel ini bahagia sekali, suasana nya yg natural, asri dan sejuk.proses check in n check out yg cepat,kamar yg luas, bersih, excellent, pool nya yg besar dan banyak, free akses ke ayana resorts, anak2 sangat puas dan bahagia bs menginap disini, makanan yg enak, semuanya amazing, meskipun mahal sebanding, very recomended ..next time harus balik kesini..",5
17,"Rimba Jimbaran berada di dalam kompleks Ayana Resort yang sangat luas. Karena lokasinya yang cukup jauh dan agak terpencil, apabila hendak keluar dari lokasi resort harus menggunakan kendaraan pribadi atau taksi. Namun di dalam resort tersedia fasilitas tram gratis yang beroperasi selama 24 jam (ada setiap 10 menit sekali) sebagai moda transportasi apabila kita hendak berkunjung ke Ayana, spa, villa atau ke Pantai Kubu. Ada juga fasilitas shuttle gratis menuju mall Bali Collection Nusa Dua, dengan jadwal keberangkatan beberapa kali dalam satu hari. Saat tiba pertama kali, kita langsung disambut & diberikan kalungan bunga. Pelayanan di Rimba Jimbaran sangat ramah, proses check in cepat dan tidak perlu membayar uang jaminan. Namun untuk anak di atas usia 4 tahun dikenakan biaya…",4
18,"Ketika ada rezeki Kami selalu tanya anak-anak mau nginep di mana dan pilihannya selalu kembali ke Rimba. Sangat family friendly dan menyenangkan untuk anak-anak. Bagi yang suka kenyamanan dan ketenangan sangat cocok di sini. Anak-anak terutama sangat suka dengan kolam renangnya, termasuk kolam renang anak di hotel yang terbaik di Bali. Juga Kids klubnya sangat lengkap dan nyaman. Enaknya lagi kita bisa memilih diantara 2 fasilitas hotel Rimba ataupun Ayana yang kita pakai, termasuk breakfast nya.",5
19,"Pemandangan indah disekitar hotel, Pelayanan ckup ramah, kamar bersih, luas dan selalu harum, kolam renang yg bersih dan luas. Jgn lupa mengunjungi kubu beach.Utk mencapai kubu beach di sediakan buggy. Saat saya mnginap lift utk ke pantai sdg tahap pembangunan. Mungkin skrg sdh bisa digunakan.",4
20,"Pergantian tahun kami bermalam di Rimba hotel, pemandangannya bagus, kolam renangnya banyak sehingga bisa menikmati berenang tidak berdesakan, makanan di restaurant Honsen excellent baik penyajian maupun tastenya sesuai dengan harganya. Tidak akan nyesal bermalam di Rimba Hotel",5
21,"Hotel yang sangat menyenangkan untuk dinikmati bersama keluarga,sangat unik serasa menginap di hutan rimba.. sangat direkomendasikan untuk yang mau honeymoon ke bali.. kubu beach dan rockbar sangat menyenangkan serasa memiliki pantai private.. tersedia tram khusus untuk mengantarkan kita ke semua lokasi yang ayana miliki..",5
22,"Bersih, nyaman, aman..banyak sekali fasilitasnya..tamu yang datang tidak akan pernah bosan, karena segala fasilitas yang tersedia sangat beragam dan memanjakan tamu..lokasinya di pinggir pantai dan sangat tenang..",5
23,"saya menginap masih untuk keperluan bisnis disini.   sebelum saya review saya akan menjelaskan tentang ayana resort. jadi ayana resort berada di daerah jimbaran bali dan sangat private. jika bisa memberikan lebih dari 5 bintang saya akan berikan kepada resort ini.  Ayana resort memberikan anda berbagai macam pilihan alternative yang mengikuti budget menginap anda.  saya kebetulan memilih Rimba resort by ayana resort Bali. Rimba resort ini masih di kawasan ayana resort dan apabila anda menginap disini anda juga di bebaskan menggunakan fasilitas yang berada di ayana seperti breakfast , swimming pool dan gym secara GRATIS.  Oke, kita mulai review tentang resort ini.  Pertama kali saya datang disambut dengan concierge dan butler yang memberikan anda salam yang paling tulus dari hati…",5
24,"Wow keren.. Yup, keren banget nih hotel.. Semua spot bagus, makanan enak, kolam renang keren.. Kalau nginep di sini males buat keluar kawasan lagi, pengennya leyeh2 di hotel aja juga udah cukup.. Cocok buat pasangan ataupun liburan keluarga.. Bikin pengen nginep lagi disini..",5
25,"Fasilitas, Pelayanan, Lingkungan yang sangat baik yang diberikan oleh Hotel. Pengalaman yang sangat berkesan menginap di Rimba Ayana, berharap dapat kembali menginap kembali untuk jangka waktu yang lebih lama.",5
