,review,stars
0,"Stafnya sangat ramah, pegawainya semuanya menerapkan protokol kesehatan yg ketat. Suasana hotel dan villa nya nyaman, jauh dari kebisingan dan sangat tenang. Sangat menyenangkan menginap di The udaya resort & spa. RECOMMENDET for stay",5
1,"Stafnya ramah, semua yg diminta segera disiapkan, stafnya jg sangat sopan n membantu bila ada barang yg berat yg tdk bs sy bawa sendiri. Hotelnya bersih, nyaman, walaupun kami selalu mandi tertutup dengan menggunakan pintu, tapi tidak menjadi masalah besar bila harus memakai tirai. Pokoknya yes dan oke ya bagi saya dan keluarga",5
2,"Sangat mengesankan nginap di the udaya resort, villa dengan pemandangan langsung ke forest ubud bali. Membuat liburan kami jadi sangat berkesan. Pelayanan yang sangat ramah dan bagus.. sangat recomended",5
3,"Villa yang sangat luar biasa dari segi pelayanan sangat profesional friendly banget, kenyamanan luar biasa, terasa dirumah sendiri, sangat recommended untuk dicoba dan balik lagi kesini, re schedule jadwal pun bisaa dan pelayanannya bener bener cepat",5
4,"Kamar dan pelayanan sangat baik, cocok untuk pasangan yang ingin menghabiskan waktu di tempat ini, pengalaman yang tidak terlupakan ketika menginap di tempat ini. Wajib di coba bagi pasangan untuk honeymoon",5
5,"Pengalaman menginap yang menyenangkan dengan keluarga di Garden Suite dan Pool Villa. Kamar luas dan bersih. Villanya juga cocok untuk honeymoon. Staf ramah dengan pelayanan yang sangat tanggap. Jangan lupa mencoba spa di The Udaya untuk melepas penat 👍 Breakfast juga tidak kalah memuaskan, pilihan menu lengkap dan cocok di lidah ",5
6,"Pelayahan Villa & Spa yang luar biasa bagus sekali dan makanannya juga enak sekali,air panas berfungsi sangat baik,dan beruntungnya mendapatkan harga promo,jika ke bali lagi pasti akan kembali nginap di sini lagi,terima kasih pelayanannya",5
7,"Hotelnya nyaman, fasilitasnya bagus, playa Anna bagus sekali, semuanya ramah.. Spanya enak, pijatan hotstonenya rekomen, ada free snack tea time juga.. Kolam renangnya airnya segar.. Lantai kamar bersih sekali..",5
8,"Saya dan istri dan anak anak s saya benar-benar puas dengan pelayanan dan harga yang ditawarkan the udaya villas and spa . Pemandangan alam dan nuansa alam makanan enak Highly recommended, full recommended",5
9,"Tempat bener bagus, bagi kalian yg suka menyatu dengan alam silakan berkunjung karena tempat ini bener2 di rekomen bagi kalian yg butuh ketenangan dan tidak suka kebisingan. Makanan juga enak bangak variasi apa lagi kalau kalian makan siang saya rekomen (sop buntut, bebek krispy, iga babi) kaluan harhs coba....service bagus",5
10,"Tempat yang sangat bagus, natural, karyawan yang ramah, pelayanan yang bagus. Kamar dan kolam yang keren, cocok untuk bersantai bersama pasangan ataupun keluarga dan menikmati suasana alam. Must try, recomended banget .",5
11,"Thanks to all Crew..amazing for 2 night stay 💥 Cuma kurang di channel tv yg beberapa hilang dr peredaran.. Pelayanannya ramah,kamar bersih,makanan enak,mau ke ubud center ada shuttle yang siap antar..",5
12,"Pelayanan sangat memuaskan, semua ramah, kamar bersih sekali, lingkungan asri, makanan enak dan higienis, Top sekali. Menyediakan suttle juga untuk ke ubud center bagi yg mau jalan2 tp gak bawa mobil.",5
