,review,stars
0,"Maya Ubud merupakan salah satu hotel terbaik yang kita kelurga singgahi. Hampir semua fasilitas tersedia, kolam renang bahkan ada 2 dengan view yang berbeda walaupun salah satunya untuk anak-anak. Walaupun hotel lama tapi jangan khawatir, benar-benar dirawat semuanya. Untuk view sudah tidak perlu diragukan lagi, hotel dengan view TERBAIK.  Makan pagi juga sangat komplit dan nikmat semuanya, Bintang 5 untuk semuanya. Terima kasih",5
1,"Temaptnya enak, makanannya juga enak, tenang , cocok untuk liburan santai dan keluarga, bagus banget untuk photo2 , kalau nginap disana dapet potongan 200.000 untuk Spa Nya, lebih homey tempatnya karna bertemakn pegunungan",5
2,Ini merupakan kunjungan kedua saya slm 2018. Kali ini bersama keluarga dan putri 4 bulan sya. Sambutan hangat staff dan view yg luar biasa. Sungguh resort yg menyenangkan. Breakfast yg lengkap. 2 kolam renang luas dengan view menawan 😀,4
3,"Saya menginap di Maya Resort Ubud selama 3 hari 2 malam. Kebetulan saat itu istri sedang hamil 4 bulan.       Pengalaman kami sangat menyenangkan. View sangat indah. Kolam renang luas dengan view lembah. Menu breakfast sangat lengkap.      Satu hal yg sangat kami suka, hotel ini banyak memiliki spot foto.       Kami tentu akan kembali lagi, setelah kelahiran anak kami",4
4,"saya menginap 3 hari 2 malam bersama istri, dikamar 108, karena tepat berada di pojok maka terdapat 2 balkon dan 2 view... bagus sekali.. sayang yg menghadap lembah pohon2 di balkon saya agak tinggi2.. sehingga bila bersantai disana pemandangan agak tertutup. Makannya agak sedikit kurang tambahan variasi.. tetapi yg bagusnya makanannya berkwalitas bintang 5.. Kopinya jg luar biasa enak.. rasanya memakai kopi Bali... untuk pemandangan di sekitar resort ini termasuk yg terbaik di Bali.. kolam renang ada 2.. Kolam renang yg ke 2 sangat bagus sekali.. viewnya langsung ke sungai.. dan masih pure alami.. untuk pelayanan nya termasuk bagus... next time pasti kembali lagi dan membawa anak2 saya... ",5
5,Sambutan hangat dr pegawai.. welcome drink enak. Hotel yg lunas dan tenang. Penjaga kolam renangnya baik sekali.menunggu kami hingga kami selesai renang.dibawakan handuk tanpa diminta. Saya lupa menanyakan nama nya.terimakasih banyak bapak.  Untuk sarapan.2 hari berturut2 saya mendapat menu yg sama..rasanya yg hambar.mngkn bs dibilang bukan seperti breakfast di hotel bintang 5.  Hotel ini cocok untuk orang yg suka ketenangan.,5
6,"Kunjungan kami ini adalah yg ke 6xnya pada penutupan akhir tahun, Maya Ubud satu2nya tempat pavorite kami Menginap dan ini karena atmosphere begitu nyaman, panoramanya begitu mempesona dan didukung oleh makanan, minuman yg berkualitas dan pelayanan sepertinya tidak ada duanya di Dunia. Anda yg belum pernah silahkan buktikan sendiri ! ",5
7,"Kami berkunjung tgl 8 April 2017 Jam 10.45 pagi, Bagian penyambutan tamu kurang ramah pada saat di bilang mau spa, rombongan harus jalan dari depan (lobby) ke tempat spa jalannya lumayan jauh. Padahal ada mobil Buggy yang standby. Saat selesai Spa kita minta di jemput oleh mobil Buggy, akhirnya di jemput juga walaupun salah satu pegawainya muka kurang ramah. Cara menjawab pertanyaan kurang sopan, kiranya dapat di tingkatkan pelayanan bagi tamu Spa. Just info rombongan kami 16 orang.",3
8,"Kami sangat menikmati keindahan panorama di Maya, menginap dengan room yg  terjaga kebersihan dg breakfast yg lengkap ada western dan asian foodnya juga. Semua karyawan Maya Ubud sangat ramah membuat liburan kami begitu lengakap dan terkesan ",5
9,"Bali identified dengan pantai, bosankan? Mau suasana beda menginap lah di Maya ubud. Hotel yang menyatu dengan alam Jono katanya sampai 10 hektar. Pelayanannya memuaskan, breakfast nya ok, dan ada fasilitas free tea time setiap sore yang siapa menemani istirahat kita. Kamar overall ok, cuma kalau ac kurang dingin bau furniture kayu tercium samar samar.",4
