,review,stars
0,"Tempatnya bagus banyak aktifitas dan resepsionis juga ramah. Pak Mahendra instruktur archery sangat friendly dan membantu saya dan keluarga. Makanan breakfast juga enak, fasilitas spa dan kolam renang juga sangat bagus bersih dan rapih 🙏",5
1,"Very pleasant stay. Semua fasilitas hotel sangat komplit dan banyak activities dari animal feeding, archery, bicycle,... Staff selalu membantu dengan ramah dan sangat membantu. Pak Agus sangat membantu dan murah senyum ketika saya dan istri bermain archery. Top class !",5
2,"salah satu hotel terbaik! fasilitasnya seru2 semua, dari animal feeding banyak sekali binatang2 gemes lucu dan tanaman2 yang indah staffnya sangat ramah, bike n yoga juga staffnya ramah, terutama Pak Agus yang guide archery & golf ramah polll and fun! ",5
3,Seru sekali bisa staycation di Padma Resort Ubud. Mengikuti kelas Aerial Yoga nya menjadi pengalaman yang mengasyikkan dan tidak terlupakan. Sangat enjoy mengikuti kelas ini. Next time stay di sini pasti akan join lagi. Thank you ^^,5
4,"Suasana yang jarang di dapatkan, banyak aktivitas yang yg bisa di lakukan, ada joging track, hutan yang luas, makanan yang enak, bersepeda, orang"" sangat ramah terutama saat mengikuti intermediate swing yoga, terima kasih utk mr lee",5
5,"Aktifitas nya baguss2 .. saya barusan ikut activity membuat canangg.. dengan ka Tina♥️♥️☺️☺️  Terimakasihh banyakk bantuan nyaa  Tadi setelah sampai padma,kuta langsung liat binatangg2 dan taman bunga.. selanjutnya ikut activity sambil mnunggu kamar di siapkan🥰🙏🏻",5
6,Suka banget di hotel ini banyak fun activities buat anak. Dan mommy pun yg pecinta yoga bs mencoba aerial yoga bersama coach Bli Dade 🙏🏻  Bisa pose foto cantik dan menenangkan jiwa juga di pagi hari yg sejuk 😍 Semoga next bisa trip ke sana lagi 🙏🏻,5
7,"Hotel ternyaman selama dibali. Kolamny air hangat,staff semuany ramah dan selalu siap membantu. Banyak aktifiti terutama utk anak2 seperti kasi makan hewan2 dimini zoo,gambar2 dll..anak2 sy senang bgt disini..special thanks to mbak yanti yg nemeni anak2 main. Lainx ke bali lagi pasti akan nginep sini lg.",5
8,"Baru pertama kali main golf di padma ubud. Coach nya pak made ramah, baik serta profesional. Cara pak made menjelaskan detail dan jelas. Di bantu juga ambil foto2 yg bagus. Fasilitas golfnya bagus dan mendukung. Tidak menyesal ke padma ubud karna banyak fasilitas yg bisa kita coba. Thank you padma ubud",5
9,"Pengalaman luar biasa dg Padma Ubud, Bersepeda pagi keliling desa sekitar hotel Padma, mengenal tradisi penduduk Bali, rumah Bali yg mana setiap rumah sdh ada arsitek paten yg g boleh dirubah. Fasilitas bersepeda dg Padma Ubud is Verry Happy, vibes nya dpt singgah di Padma Ubud.",5
10,"Menyenangkan sekali tinggal di padma ubud selama 2 malam bersama keluarga, banyak activity yg disukai anak2 terutama archery, dan staff nya yg bernama pak restu juga sangat telaten dan sabar mengajari anak2 saya, sangat puas tinggal disini",5
11,"The best hotel untuk aku sama my family , servicenya best banget , kids club yg super bersih…. Orgnya ramah smua.. fasilitas yg ok. Mommy bs me time and kids banyak kegiatan outdoor maupun indoor ❤️ special thanks  gor Miss Tina , Miss Sri ❤️❤️❤️❤️",5
12,Ini pertama kalinya kami sekeluarga menginap di Padma resort Ubud Bali. Pelayanannya sangat luar biasa. Makanan yg disajikan juga enak. Selain itu banyak sekali aktifitas untuk anak2 dan remaja. Di Kids Club anak2 diajarkan berbagai macam kreatifitas oleh Ms. Sri yang sangat sabar menemani anak2. Thank you Ms. Sri. Utk umur >12 tahun bisa mencoba aktifitas seperti Archery & Golf. Kmrin kami dipandu oleh Bpk. Agus Mikadana. Beliau sangat telaten dan sabar mengajarkan anak2 saya yang baru belajar bermain golf & archery. We will come back for sure. Thank you Padma for making our holiday more interesting.,5
13,"Stay at Padma Resort Ubud sangat menyenangkan buat saya dan suami. Sejak tibanya kami, selama kami stayed dan saat check outpun, sesuatu yang sangat menggembirakan hati. Aktivitas saya lebih terasa sangat menyenangkan ketika saya mengikuti Yoga yang di pandu oleh Pak Made dan rekannya di hari ke dua, saya  dan tamu yang lain sangat puas, komentar yang saya dengar dari tamu lain yang berasal dari luar negeri, Excellent! All the best Padma Resort Ubud. We see you again soon.",5
14,"Staff padma ramah”, sabar, dan baik. Good experience saat main golf ditemani bapak Agus👍☺️ Diajarin detail dari awal sampai akhir, walaupun hujan!!  Staff di animal feeding juga ramah dan telaten! Good job padma ❤️❤️",5
15,Pelayanan yang diberikan sangat baik. Penjelasan yang diberikan sangat jelas. Staf sangat sabar dalam menghadapi anak2. Kami sekeluarga sangat menikmati pengalaman menginap di hotel Padma. Terutama pengalaman dalam memberikan makan terhadap binatang peliharaan.,5
16,"Dinner di alam terbuka, makan bbq an gitu, ada seafood, beef, lamb, pork. Lengkap dan enak banget! Lucky us, cuma kita berdua yang dinner malam ini. Jadi berasa private! Thanks a lot to bli mega! Super memuaskan dan ramah pelayanannya. Menyempurnakan pengalaman kami di Padma Ubud Pasti akan kembali untuk junggle bbq nya!",5
17,"Thankyou mr. angga for guiding us. So friendly. Memberi penjelasan tentang hewan"" lokal bali secara jelas dan sangat detail. Senang sekali ketemu dengan staff yang sangat ramah dan bersedia memberikan service yang sangat memuaskan.",5
18,"Pengalaman menakjubkan menginap di padma resort ubud , everything is perfect , kamar , kolam renang , makanan , service , sungguh pilihan terbaik untuk menginap di bali.  Semoga saya bisa kembali menginap di sini, terima kasih atas pengalaman menakjubkan yang tidak terlupakan di padma resort ubud.  - big love -",5
19,"Terima kasih buat semua staff hotel yang sudah membantu kami selama menginap 🙏🏻  Hotel yang penuh keramah tamahan dari semua staff nya. Kebersihannya terjaga, fasilitas yang beragam sehingga banyak aktifitas bisa dilakukan di hotel. Kamarnya cukup luas, apalagi kami stay di kamar connecting. Menu breakfast beragam, taste nya tidak kalah dengan hotel bintang 5 lainnya dan selalu berubah sehingga tidak bosan. Recommended untuk liburan keluarga. Thank Padma.",5
20,"Hotel bagus sekali benar2 tempat terbaik untuk escape di Ubud. Pelayanan dan service memuaskan, dan lokasi keindahan serta suasana sungguh nyaman! Terima kasih keramahtamahan dan bantuannya mbak Elta.",5
21,"Bermain archery dgn guide Agus 👍 🏆dan mini golf & cycling with guide made 👍. Seru pengalaman bagus, utk service disini bagus, kamar juga bersih dan rapih. Utk makanan saya pesen pho. Kurang asik. Tp ok. Terbaik memang",5
22,"Padma Ubud tempat favorit kami sekeluarga.Setiap ke Bali kami pasti menginap di Padma Ubud.Tempatnya yg nyaman, bersih, karyawannya semua ramah2, makanannya enak & pelayanannya sangat baik.Kami sangat puas.Apalagi mba Elta sangat ramah dan memberikan pelayanan yg terbaik👍",5
23,Padma ubud hotel yang bagus n tempat healing yg enak buat merelax kan pikiran dari kesibukan kita dam karyawan dipadma ramah n pemandangan nya indah kamar nya cukup luas n nyaman front desk (Ms Elta) membantu saya banyak dari info yang saya perluakan  Nice place aku pasti balik kesana,5
24,"Hari ini coba activity golf dan sepeda, mantab seru.. guide pak kayan di golf dan pak agus di sepeda semuanya seru bgt dan informatif. All staff n food, and room are superb.. dapat pengalaman hujan2an lg sepeda. What a experience staying 2 nights here..",5
