,review,stars
0,"Family friendly hotel paling recommended di Kuta. Pelayanan luar biasa, fasilitas lengkap terawat bersih, lokasi strategis ke pantai, mall, dsb. We would definitely come back again. Thank you Bali Dynasty!",5
1,"kamar bersih , perlengkapan komplit dan lokasi sangat strategis dekat kemana mana di daerah kuta square dan legian, hanya kurang lahan parkir mobil nya sehingga terjadi parkiran sepanjang jalan masuk hotel sampai keluar gerbang pemeriksaan",4
2,Hotel nya asik buat keluarga. Untuk family suite nya ada kamar sendiri buat anak². Anak² saya suka sekali dengan bunkbed nya apalagi ada playstation juga di kamar. Next time klo liburan ke Bali lagi pasti jadi pertimbangan saya untuk nginep kembali di sini.,5
3,"Pelayanan ramah, bisa dijemput di bandara, free breakfast, kamar luas dan bersih, setiap hari dibersihkan, ada PS3 untuk anak"", AC dingin, dekat dengan pantai kuta dan mall, byk penjual makanan di sekitar hotel",5
4,"Bali Dynasty Ressort tempat yang sangat saya rekomendasikan buat liburan, seluruh pegawainya ramah, kamarnya bersih, nyaman dan besar. Cocok buat liburan keluarga. Lokasinya strategis, banyak pilihan permainan kalau mau hanya di hotel. Terimakasih bali dynasty ressortt...",5
5,"Tempatnya bagus makannya uenak tenan,suasananya romantis di malam pergantian tahun,namun lampu balkonnya kok mati y,he..he..mohon di tingkatkan kembali y kualitas kamarnya semoga kedepannya tambah rame dan oariwisatanya bangkit kembali",5
6,"Kamarnya bagus, bersih pelayananya ramah serta makananya enak  Tempatnya sangat strategis mau jalan jalan menjadi dekat semuanya terutama sangat dekat dengan bandara Pemandangan dari lobi kamar sangat baik.",5
7,"hampir semua bagus, terutama pool nya anak2 sangat senang, menu sarapan kurang variasi (mungkin efisiensi akibat hantaman pandemi, sangat dimengerti situasinya). Wifi untuk sekelas hotel bintang 5 hanya 1 Mbps rasanya perlu ditingkatkan. overall hotel ini worth every penny",4
8,"Sebelumnya kami berencana hanya bermalam 2 hari di Bali dynasty hotel tetapi anak2 meminta untuk extend selama kami berlibur di Bali hanya menginap di hotel ini, di hari ketiga anak kami berenang di kolam dewasa dan hampir tenggelam karena kesulitan bernafas saat berenang untung saja petugas lapangan dengan sigap menolong anak saya, sangat bersyukur dgn kejadian ini dan kami sangat berterima kasih atas segala pelayanan staff hotel dgn sangat baik..",5
9,"Kamar luas, bersih, terawat.  Anak-anak saya suka, sayangnya kolam renang bukanya jam 7, jadi ngga bisa pagi berenang. Makanan standard enak, sebaiknya tamua bisa ambil sendiri, supaya leluasa. Overall semua bagus. Terimakasih",5
