,review,stars
0,"Kami menginap 2 malam di deluxe room with pool.  Anak kami sangat senang, kolam selalu bersih, staf ramah dan sopan. Makanan di restaurant juga enak dan affordable. Cant wait to go back another time we visit ubud.",5
1,"Pengalaman yg sangat menyenangkan. Staffnya ramah, makanannya enak, suasananya nyaman bikin betah bgt.. ga berasa 3 malem di sini, pengennya sih ga mau pulang tp harus back to reality. Pokoknya recomended bgt ❤️❤️",5
2,"Pengalaman yang menyenangkan menginap di sankara, suasana sejuk, nyaman dan tenang, cocok untuk menikmati udara Ubud dengan keluarga, pasangan, atau healing sendiri. Kamar bersih dan nyaman.  The food was great too and the service was excellent! Semua staff ramah & fast response",5
3,"Menginap di one bed room villa selama 2 malam, tempatnya nyaman, kasurnya juga enak. Sangat suka dengan semi open air bathroomnya. Staff nya juga super ramah dari satpam sampai room servicenya. Ada juga fasilitas photo shoot lho ",5
4,"Stay di resort ini selama 2 Malam, saya memilih Family Villa dengan private pool. 2 kamar dengan ukuran yang luas, masing2 kamar terdapat kamaandi yg dilengkapi dengan Bathtube yg besar. Air panas melimpah dan terpenting kamar mandi sangat bersih dan Amnetis lengkap.   pelayanan yang luar biasa. Seluruh staff ramah dan sigap membantu. Suasana resort tenang dan teduh, cocok untuk retret bersama keluarga.  Lokasi resort juga strategis, tidak jauh dari mana2   Terima kasih utk seluruh staff tanpa terkecuali, great hospitality walau kami turis Domestik tetapi tetap dilayani dengan baik.  Tetap dipertahankan qualities nya yaaa… semoga kami bisa kembali lagi kesana",5
5,"Pelayanan sangat baik dan ramahh sekali,  kamarnya juga sangat bersih, ac dingin, air kolam renang nyaa bersihhh, pemandangann di villa bagusss, handuk nya banyak, penataan barang di kamar sangat baikk",5
6,"Kamar luas, fasilitas bagus, karyawan hotel sangat ramah dan menemani anak anak main dan kasih makan ikan. Private pool enak, kamar mandi bersih, recommended untuk liburan keluarga dan bawa anak anak kecil",5
7,"Villanya sangat nyaman dan bagus, privat poolnya bersih dan airnya jernih.. lokasinya strategis, untuk makanan dan minumannya enak dan bervariasi.. pelayanannya sangat ramah dan on time.  Semoga next time bisa ke sini lagi...",5
8,"Pelayanan baik, lokasi strategis, tempatnya nyaman dan sunyi, recommended untuk staycation ataupun honeymoon. Staff sangat ramah. Pelayanannya perlu dipertahankan agar setiap pengunjung sangat terkesan menginap di sankara resort.",5
9,"Kamarnya luasss, kolam renangnya lumayan, nature nya dapet, adeem. Break fastnya only in order, sekedar masukan lebih enak kalau AYCE would be grear! Overall enak sih sukaaa, first time juga kesini hehe Thank you",5
10,"Stay selama 1 malam di Sankara Resort sangat menyenangkan dengan kamar yang bersih , pelayanan sangat Ramah , nyaman untuk stay lama. Pemandangan di resort view kebun dan sawah. Udara sejuk. Dan FREE foot massage 15 minute. Welcome Drink.  Terima kasih Sankara 🙏🏻",5
11,"Staff sangat ramah dan sangat helpful. Kamarnya juga luas dan lengkap. Cocok untuk yg ingin staycation dan istirahat dari kesibukan kota. Ada fasilitas spa juga, jadi gak bingung kalo mau spa dimana. Great experience",5
12,"Untuk kamar nya sangat bersih, makananya juga sangat enak dan untuk pelayanan tidak usah diragukan lagi terimakasih all staff yg sudah membantu.. bakal balik lagi kesini terimakasih untuk mba ayu dan mba sri",5
13,"Kamar bersih, seluruh ruangan sangat nyaman, perlengkapan mandi komplit semuaa, tersedia air hangat jugaa🤗🤗🤗 pelayanan sangat baik dan ramah. Makanan enak terutama indonesia food….  Semoga bisa kesini lagi ☺️",5
14,"Hotel dan fasilitas lengkap dengan tipe kamar deluxe private pool. Sambutan dari pertama masuk sangat baik dan semua staffnya ramah-ramah. Ada juga public pool dengan minibar untuk bersantai, juga untuk yg lelah bisa menikmati fasilitas Spa dan tentunya untuk tambahan pengalaman bisa menikmati floating breakfast juga di private pool",5
15,"Resortnya nyaman pelayanannya sangat hangat, makanannya enak tapi kurang banyak, pokonya kalo ke ubud akan kesini lagi karna nyaman tempatnya indah pemandangan bagus bersih besar dan luas sekali bagus best quality",5
16,"Pelayanan nya baik dan ramah kamar dan fasilitas nya juga bagus , makanannya 👍juga enak thank you buat mb deswinta dan setiawan sudah membantu saya saat check out  Neks bakalan balik lagi kesini👍👍👍",5
17,"Overall tempatnya sangat nyaman dan spacious. Resort sangat asri , luas dan instagrammable. Pelayanan sangat ramah. Makanan enak. Saya stay di deluxe pool villa yang dilengkapi dengan bathtub dan pool. Worth it",5
18,"Kamarnya bersih &bagus Pelayanan sangat ramah, cepat & baik Suasana yg nyaman buat liburan, hooneymoon maupun bersama keluarga Area masuk hotel satu arah dgn lahan parkir yg lumayan buat 7 kendaraan roda 4",5
19,"Biasanya di Ubud villa memiliki kamar mandi yg terbuka dan tidak berpintu krn diperuntukkan bagi couple. Namun di sini kamar mandi memiliki pintu dan tetap bernuansa semi-outdoor. Nyaman untuk menginap bersama keluarga atau teman.   Saat saya booking lewat OTA, seharusnya mendapatkan banyak fasilitas spt snack sore, buah di kamar, village trekking, yoga, shuttle to ubud center setiap jam, dll. Namun semuanya tidak ada, hanya ada yoga, itu pun harus dipastikan dahulu sebelumnya.",4
20,Nice place.. Nice view.. Nice food.. We are happy to be here.. Kolam renangnya bersihh banget Lokasi kamar dan kolam renang tidak terlalu jauh dan juga tidak terlalu dekat sehingga aman untuk yg bawa balita,5
21,"Liburan yang menyenangkan bersama keluarga, tempatny adem dan bagus.. Pelayanan nya juga sangat memuaskan.. Kami juga order makanan dan makananya enak banget.. Recommended bagi pasangan honeymoon di sini. Dan terimakasih juga untuk bli Setiawan sudah bantu kami..",5
22,"Tempat yang bagus, staff yang sangat ramah dan sangat membantu, pelayanan yang sangat memuaskan, bakalan balik lagi kesini untuk next trip. Silakan datang kesini bagi yang mau healing yukkkk kemari ❤️",5
23,"Hotelnya sangat bagus dan pelayanannya sangat ramah, floating breakfast nya juga nyaman .. suasana sejuk dan asri.. cocok buat healing dan work from Bali .. maybe next time bakal balik lagi deh.. harganya juga terjangkau banget",5
24,"Tempat nya Bagus, nyaman, tipe yg saya booking deluxe pool vila jd anak anak senang bermain di private pool  Pelayanan nya juga sangat ramah terimakasih banyak untuk seluruh staf yang sudah melayani.. bakal balik lagi kesini",5
25,"Sehari menginap disini sangat menyanangkan,kamarnya luas,kamar mandinya luar bersih,sejuk dingin,makanannya pun enak,tenang,tidak ada nyamuk,tenang,bersih,sangat betah tidur disini,next mungkin akan mencoba menginap lebih lama",5
26,"Bagus, pelayanan nyaman, kamar bersih dan wangi, sprei wangi, untuk sabun shampo sangat lengkap pelayan hotel sangat ramah dan sangat membantu saat membutuhkan sesuatu, floating breakfast menarik dan makanan yg dihidangkan enak.",5
27,"Staff so friendly. Room is clean. So excited to come back here. Suasana sangat tenang, fasilitas lengkap. Ukuran kamar sangat luas. Sarapan enak. Sangat puas menginap disini. Dan staff sangat membantu sekali",5
28,"Pelayanan yang bagus,  Tempat nya bagus,  Staf nya ramah,  Suasana indah, tenang, Makanan nya enak2, Pokok nya bakalan balik lagi ke sini,  Rekomendasi untuk tempat penginapan yang mau honeymoon dah yaaa,,, Thank you buat pelayanan nya selama di sini … The best dah pokok nya …",5
29,"Sangat memuaskan tempat, staff yg sangat ramah dan help full, suasana yg sangat nyaman utk stay bbrp hari disini. Dekat dg resto,cafe dan tmpt belanja. Breakfast terutama American BF nya aku suka. Pasti kesini Lg kl ke ubud",5
30,"Liburan honeymoon paling nyaman di Bali, kamar hotelnya bersih, nyaman dan luas. Staff-staff yg melayani juga ramah dan sangat membantu sekali apabila saya mengalami kesulitan. Makanan yang disajikan juga enak. Overall puas stay disini",5
31,"Suasana menyenangkan, hommy, tenang dan staff yang sangat sangat ramah dan membantu. Cocok untuk pasangan yang honeymoon. Kamar yang bersih, ammineties yang komplit. Akan kembali lagi bila ke daerah ubud.",5
32,"bagus untuk layout villanya, kebersihannya juga  bagus🥰, untuk pelayanannya semua staff ramah- ramah, makanan di restonya juga lumayan enak, recommended resort👍🏻nekt bakalan balik lagi kesini 🥰🥰🥰",5
33,"Seneng banget di sini. Vilanya bagus, pelayanannya bagus, kolamnya bagus, bersih, fasilitas lengkap. Sayang cuma ambil 1 malam. Untuk harga segitu worth it lah. Buat yang mau bulan madu boleh banget kesini",5
34,"Nyaman sekali, fasilitas lengkap, bath ub, kamar mandi, kamar, kolam renang luas sekali, bersih , bath tool, pelayanan ramah, makanan enak fresh, view kamar kebetulan pepohonan rindang jd teduh dan angin sejuk sepoi"".",5
35,"Bagus, pelayanannya baik mantap good oke terbaik recomended pantas di pilih jaya selalu sankaran terima kasih banyak artas pelayananya kepada kami semoga kami kembali lagi ke tempat ini dengan memiliki anak aamiin",5
36,Sangat ramah dan Helpfull. Super recommended.  Kamar nya sesuai dengan foto yg ada di applikasi. Resepsionis juga 24 jam dengan pelayanan yg bener2 ramah. Radha spa di Sankara juga sangat nyaman debgan hrga yg sangat terjangkau.,5
37,"Sangat puas dan menyenangkan Staf ramah dan helpfull  Thank you buat mb deswinta dan mb sri sudah membantu saya  Pelayanannya juga baik  Kamar sangat luas Kolam reanang privat Tenang, bersih, wangi Akan kembali lagi untuk berlibur. Makanannya juga enak,",5
38,"Makanan superb, tempat luar biasa, pelayanan ok banget, tempat yang amat nyaman dan recommended buat staycation maupun honeymoon. Strategis juga. Perfect. Tempatnya instagramable dan sejuk. Pkoknya jgn ragu ya guys",5
39,"Kali ini mengunap di sankara, staffnya ramah sekali dan villanya juga enak, kolam renang dna kamar luas serta pelayanannya sangat baik, dapat free spa juga dan floating breakfast, ortu juga happy sekali, terima kasih sankara.❤️",5
40,"Menginap 3 hari fi resort ini, menyenangkan, kamar kuas viewbagus, breakfast ala carte bukan prasmanan tapi enakkk...pool indah...3 km dari ubud centre..ojol gampang....sekitaran ada beberapa warung makan",5
41,Overall bagus. Suasana hotel sangst tenang untuk istirahat. Fasilitasi di kamar cukup lengkap. Dekat dengan area ramai ubud. Area kamar luas dan area kamar mandi juga sangat luas dengan bathup. Recommended utk stay selanjutnya,5
42,"Kamarnya sangat bersih, enak nyaman untuk relaxing dan staycation, private poolnya juga bersih, enak banget, floating breakfast good, bagus buat foto2 dan rasanya enak. Next akan stay lagi disini.. 😁",5
