,hotel,review,stars
0,MAMAKA by Ovolo,"best hotel in kuta,, pelayananya yang ramah and hotel yang bersih. makanan yang enak,lokasi yang strategis pas di depan pantai kuta beach,,, dekat degan shoping mall, traditional market.. ""recomended""",4
1,MAMAKA by Ovolo,"kamarnya luas, nyaman, dan bersih. internetnya bagus, lokasi juga strategis dekat dengan pantai kuta, mall beachwalk. petugasnya juga helpful ketika kami butuh bantuan. pelayanannya menyenangkan. makannya juga enak2. ",5
2,MAMAKA by Ovolo,The best hotel in Bali!  Pelayanannya sangat ramah dengan tema hotel yang unik! Banyak hiasan kupu-kupu di seluruh hotel🥰 kebersihan sangat terjamin dan yang paling keren view dari kamar❤ kita bisa lihat patung gwk dan pantai Kuta dari jendela kamar,5
3,MAMAKA by Ovolo,"Pelayanan nya sangat baik terutama bisa sangat fleksible dalam membantu pengunjung. Sy sangat tertiling Karena ketinggalan jadwal penerbangan. pihak hotel mau membantu utk melakukan reschedule. Akhirnya liburan kami berjalan sangat baik. Hotel Dekat dengan pantai, strategis ke fasilitas umum serta memiliki standar yang tinggi dalam melakukan pelayanan 👍👍",5
4,MAMAKA by Ovolo,"Servicenya good puas sekali, dikamar gak ada telepon jadi susah kalau mau misalnya butuh sesuatu harus lewat aplikasi atau turun langsung ke bawah, good good good good good bintang lima pokoknya next time ke bali pasti nginap di mamaka lagi",5
5,MAMAKA by Ovolo,Rekomended untuk yg ingin berlibur kebali.pelayanannya bagus sekali.teamnya ramah2 dan baik.kebersihannya sangat dijaga.spot fotonya banyak.sarapannya jg enak2 ..next kali kebali kesini lagi..sukses selalu terimakasih,5
6,MAMAKA by Ovolo,"Hotel dengan konsep yang bagus minimalis,bersih,pelayanan yang baik,tempat yang strategis dekat pantai dan dekat Beachwalk mall  serta tempat keramaian lainnya. .. ..Hotel yang rekomended untuk liburan …. Hotel yang patut untuk dikunjungi",4
7,MAMAKA by Ovolo,Recomended  hotel... ..............lokasi strategis berhadapan langsung dgn pantai kuta. Dekat kemana2.........mau ke beachwalk atau ke tempat2 makan tinggal jalan dikit. Staff  ramah & baik.Kalau ke bali pasti nginap di sini lagi👍👍.,5
8,MAMAKA by Ovolo,Hotel Mamaka memiliki gya kekinian....pertama masuk kmr hotel...langsung jatuh cinta dg design interiornya....instagramable bgt..ditambah lokasinya juga juara...di depannya langsung pantai kuta... Next klo ke bali...bakal nginap disini lagi..🤩🤩🤩,4
9,MAMAKA by Ovolo,"Yang saya suka dari hotel ini adalah bisa laundry disediakan mesin cuci dan pengering. Datang jam 10.30 pagi req early check in pastinya saya bilang bayar tapi tidak dikasih alasannya kamar penuh, akhirnya tetap nunggu sampai jam 2 siang, kamar bagus interior masih baru, ada surprise di kamar isinya cemilan gitu, suka semua tapi agak ga suka sama staffnya pas tamu asing baik banget dibilang ati2 dsb pas saya engga hahahha trs pas mau check out lagi masuk2in koper ke taksi salah satu staff nyamperin saya nanya apakah kepala charger dibawa saya hahahhha dikata saya maling apa?? Padahal itu kepala charger saya ga pake punya sendiri kok 😌 Swingpoolnya keren sih rofftop dengan view laut",4
10,MAMAKA by Ovolo,"seneng banget stay disini, hospitalitynya bagus banget. aku suka sama design kamarnya bener bener modern tapi ada retronya gitu. dan kualitas furniturenya juga bukan murah. jadi bener bener kualitas bintang 5. disini stay udah 2bulanan. posisinya deket banget sama beachwalk jadi bisa jalan kaki. terus kalau kepantai tinggal nyebrang ke depan. restaurant di lantai 1 makanannya enak semua. 🥰",5
11,MAMAKA by Ovolo,"Pengalaman yang menyenangkan saat kami menginap di Mamaka selama 6 hari..Hotelnya bersih, ruang kamarnya unik dan ada teras outdoor, dilengkapi dengan wifi internet yang baik dan smart TV, Kolam Renang di bagian atap gedung dengan pemandangan ke pesisir pantai yang hebat, sarapannya dengan porsi yang cukup, lokasi hotel tepat di depan pantai, dan yang utama Staff-nya (Jadna) sangat perhatian dan membantu keperluan saya selama menginap di hotel.. Puas dan berkesan..!!",5
12,MAMAKA by Ovolo,"Senang sekali bisa menginap di Mamaka, first new urban resort yang terletak di Kuta. Staycation disini pilihan yang tepat dan sangat recommended bagi siapa pun baik couple, single traveler, maupun family dan yang lebih menariknya lagi kita bisa mengajak hewan peliharaan kita juga, karena tersedia fasilitasnya. Lokasi hotel sangat strategis, persis didepan pantai kuta dan dekat dengan shopping mall dan berbagai restaurant di sekitar area, cukup hanya berjalan kaki saja. Pelayanannya sangat baik dan ramah, juga selalu menerapkan protokol covid 19. Kamar hotel sangat bersih dan nyaman serta memiliki design yang berbeda. Restaurant dengan makanan yang lezat, menyajikan 50%vegetarian food dan Asian modern. Mamaka hotel pun sangat instagramable, dgn design dinding unik pada area…",5
13,MAMAKA by Ovolo,"Saya sangat merekomendasikan untuk menginap di Mamaka Hotel, pelayanan ramah cepat dan tepat, makan enak dan mewah, kamar luas nyaman bersih dan instagramable banget, saya senanga sekali dapat free upgrade kamar ke tipe vip, fasilitas lengkap, pinggir pantai, kamar aman dan lengkap. Saya Sangat nyaman, Terimakasih Mamaka Hotel. Semoga saya bisa menginap di Mamaka Hotel lagi. See you",5
14,MAMAKA by Ovolo,"Hotel baru di kuta, lokasinya tepat di depan pantai kuta, hotel yang sangat bagus dan sangat bersih, saat check in front office sangat cepat dan staff sangat ramah.. room hotel sangat stylish dan luas, ada teras di belakang room sangat nyaman untuk bersantai, saya juga mencoba 1 jam room massage.. terapis nya sangat professional jadi massage nya enak banget... untuk breakfast saya memesan hangover cure dan latte, porsi makanannya sangat besar dan kopinya enak.",5
