,hotel,review,stars
0,MaxOneHotels @ Legian,Menginap di pergantian tahun baru.... 😊 : Cukup menghibur... Harga terjangkau... Sarapan komplit tapi tidak banyak varian... Rooft top nya keren untuk view nya  Leraknya agak jauh dari pantai... Banyak resto2 kecil di sekitar hotel...  😑 : But liftnya mati... Waktu check in lama dab lebih dari jam 2 siang  ,4
1,MaxOneHotels @ Legian,"lokasi strategis untuk pelancong, walapun harus cari jalan muter karena tempatnya yg jalur 1 arah. staff ramah sekali dan sangat membantu apalagi saya membawa kursi roda. security nya ancungan jempol. hanya kurang di internet bagi yg suka cari wifi gratis.speed nya agak lambat. tapi overall recommend buat yg cari hotel budget di sekitar legian terima kasih maxone legian",4
2,MaxOneHotels @ Legian,"Nginep yang ke 3 kali disini awal april 2019, sebelum'a juli 2018 dua kali nginep. Pertama & kedua booking di tr@vel*ka dapet kamar di atas yg ada balkon. Kunjungan ke 3 booking di p3gi2 dapet kamar lantai 1 pojokan pdhal chek in jam 3 sore, buka pintu belakang lsg ada pura kecil. Agak serem dan anak agak rewel.  Minta pindah kamar ke lt 2 atau 3 ke recepsionist gak dikasih krna alesan full. Terpaksa 2 malem tdur d kamar pojokan dg suasana sepi karena saya yakin bgt kondisi hotel lg gak full. *menu sarapan ok *kolam renang bersih",3
3,MaxOneHotels @ Legian,"hotelnya nyaman bersih. parkirnya luas terus aman di bawah basemen. staffnya juga ramah2. sarapanya enak2, prasmanan jd bisa ambil seusai selera. kamar bersih nyaman. pokoknya the best. kalo k bali lagi pasti kehotel ini lagi. terima kasih maxone legian bali",5
4,MaxOneHotels @ Legian," Sarapan enak walau tidak banyak variasi, suasana hotel tenang dan nyaman. Sedikit susah mencari tempat makan yang sesuai lidah dan kantong. Sewa motor di hotel harga sama saja dengan yang ada di sekitar hotel, tapi kondisi motor saat sewa bensin habis tinggal 1 bar, helm seadanya dan tanpa ada jas hujan. Harga sewa motor di hotel 70.000rb, tanpa ada deposit uang. Staf ramah sekali, jadi senang walau di cuma di kasih senyum",5
5,MaxOneHotels @ Legian,"Sudah 3X k bali pasti nginap nya di maxonehtllegian,memang hr pertama sy dpt kamar 205 yg ac kurang dingin dan move ke 505 ac dingin bgt,untuk staf nya juga sangat ramah endang dan wawan sangat membantu saya dan istri  selama d bali..thx",5
6,MaxOneHotels @ Legian,"Karena Selama 6 hari ke depan sy dgn shbt sy akan menginap di Maxone Hotel sy akan mengulas lokasi di sekitar Hotel. kebetulan kami berdua bkn type yg suka berpindah"" hotel krn tdk mau ambil pusing dan buang"" wkt utk check in n check out.  Kebetulan lokasi hotel Maxone berada di jalan Legian dimana banyak sekali tmpt belanja oleh"" khas bali sprti kerajinan tgn, tas, gantungan kunci dll.  Jd tdk usah kawatir klu tdk sempat belanja karena keluar hotel sdh di kelilingi tmpt belanja oleh"".  Dan di sekitar hotel juga ada minimart sejenis indomaret lupa nmnya apa. Klu mau cari makan di belakang hotel banyak sekali jualan cuma agak jauh juga klu jln kaki dan pernah coba 1 kali nmnya warung nusantara atau indonesia org 2 habis 80k. Sehbs it gk pernah beli mknan di sekitar situ kita lbh…",4
7,MaxOneHotels @ Legian,"Review makanan dulu, sarapannya sangat bervariasi dan bisa ambil sendiri, makanannya enak bnyak pilihan. Untuk restorannya pun tidak terlalu mahal dan pasti enak enak untuk menunya  Untuk staff juga sangat ramah terhadap tamu, sangat cepat tanggap.  Untuk kamar semua sangat baik, dari air panas dan sebagainya, hanya ada sedikit kurangnya, ranjangnya berbunyi, sangat mengganggu untuk yang berbulan madu, dan kurang kedap suara, suara dari luar terdengar kedalam.  Semuanya sangat baik diluar ranjang dan kamar, oh iya, lokasi sangat strategis, next trip akan coba di sini lagi..  Dari kami penghuni 217",5
8,MaxOneHotels @ Legian,Viewnya bagus.. stafnya ramah dan cepat tanggap terhadapkami terutama engginering ac di kamar kurang dingin blm ada beberapa menit saya contact sudah datang dan ac kembali dingin .tetapi kebersihan kamar dan hotel kurang bersih .fasilitasjuga tidak sesuai sama apa yang saya pesan. Ya tempatnya sangat bersahabat dan nyamanlah sangat friendly dari depan.,4
9,MaxOneHotels @ Legian,"Hotelnya bagus bersih staf ramah""  , meskipun ada beberapa yg terlihat tdk sopan dan ramah ke tamu . apalagi dapet harga murah dr pegi"" . Ada kolam renang rooftop . Sayangnya menu sarapanya kurang berfariatif dan rasanya hambar . Dekat dengan pantai ",4
10,MaxOneHotels @ Legian,"Thanks to maxone hotel. Pelayanan sangat ramah yg saya dapati, booking dengan harga spesial dan fasilitas yg cukup memuaskan, kamar bersih, pelayanan ok. Next trip bali lg bakal balik nginep disini. Thank you",4
11,MaxOneHotels @ Legian,"Lokasi bagus, dekat dengan Kuta dan Seminyak. Kondisi kamar perlu diperhatikan kembali seperti misalnya cat dinding yang mulai terkelupas dan handuk yang sudah nampak kusut. Variasi menu makan pagi untuk ukuran budget hotel sudah pas dengan rasa yang cukup. Manfaatkan fasilitas pool dengan pemandangan kota dan pantai serta jangan lupa untuk berswafoto di terrace lantai 1.",3
12,MaxOneHotels @ Legian,"Beberapa kali saya ke bali selalu memilih tempat penginapan di hotel ini, karena tempat nya nyaman, bersih, dan ada kolam renang yang bersih, pegawainya ramah melayani tamu-tamu makanan breakfast nya juga bervariasi. Namun ada satu kekurangan card untuk kamar sering bermasalah jd harus turun untuk ke resepsionis untuk di perbaiki. Over all hotel ini sangat cocok untuk perjalanan backpacker karena harga nya murah 😊",4
13,MaxOneHotels @ Legian,"Memilih hotel ini jika ingin dekat dengan pantai dan pusat keramaian di legian. Akses jalan ke hotel cukup sulit karena searah dan sering macet. Kamar hotel nyaman minimalis dan desain interiornya menyenangkan untuk foto"". Setau saya semua kamar mendapat balkon. Fasilitas sandal on request. Handuk 2hari sekali diganti. Bar/resto tidak 24jam. Menurut saya dengan harga yg terjangkau cukup worth it.",4
14,MaxOneHotels @ Legian,"Letak strategis ditengah tengah antara kuta dan seminyak. mau ke kuta dekat, mau ke seminyak dekat. Jalan satu arah untuk mobil. untung kami pakai motor jadi enak saja, tdk perlu memutar kl dari jalan legian. kamar dibersihkan setiap hari, krn kami memang tidak lupa buat meminta dibersihkan setiap hari. handuk diganti setiap hari. handuk wrn hijau sll BAU. tp handuk wrn putih OKE saja. tp kl dapat yg wrn hijau, kami sll minta ganti, dan langsung cepat diganti. air panas OKE banget, lancar bgt, aliran airnya besar. ada teras kecilnya dibelakang kamar, ini jelas OKE bgt, krn sehabis dari berbasah basahan dari pantai, kucek dikmr mandi, tinggal dijemur, kering deh. jd pulang pulang ke kota asal kami, tdk membawa baju basah. HARGA MURAH bgt pesen di tiket.com, ada promo diskon 12%…",5
15,MaxOneHotels @ Legian,"Dapat kamar lantai 6 dengan view bangunan belum selesai & dekat ke kolam renang. Sayangnya masih memakai kunci biasa, bukan tap smart key. Omellete kurang enak & sarapan lainnya cepat habis tapi tidak cepat untuk menambahkannya",3
